"January 7, 2020",Great for a 3 and 7 year old,Got this for my 7 and 3 1/2 year old for Christmas and they both love it!!,5.0,positive
"January 7, 2020",Excelent,The product is very good,5.0,positive
"January 7, 2020",Nintendo Switch,"Buena compra, queda totalmente recomendado.",5.0,positive
"January 7, 2020",Works good,Works good,5.0,positive
"January 7, 2020",The best,Love it! Came quick. Works perfectly.,5.0,positive
"January 7, 2020",Great for the family,My son received this as a gift. He says it works great the only thing that takes some time is when you have to download games. Easy to hold and great picture quality.  Also nice to be able to play on the TV as well.,5.0,positive
"January 7, 2020",Switch,"Used it for a game, the game was disappointing so I got another and was happy with it, at least somewhat.Help me I’m trapped while my dad is mad at me in the basement",5.0,positive
"January 7, 2020",FORTNITE,So far we love everything about it.,5.0,positive
"January 7, 2020",Like it,Very good purchase except for the price. Hahhhhhhhhh,5.0,positive
"January 7, 2020",My son loves this.,Gaming system is awesome.,5.0,positive
"January 7, 2020",Disappointed,Part came in and immediately displayed error codes.  I had to order a replacement.,1.0,negative
"January 7, 2020",Fun for the whole family!,"Over the holidays had adults, teenagers, and kids all playing at the same time. What a great experience for all involved!2 games are absolute musts:Mario Kart & Smash Bros",5.0,positive
"January 7, 2020",Great product,We are so far very impressed with our purchase of the Nintendo Switch. It's great for the entire family.,5.0,positive
"January 7, 2020",Excellent console,Awesome quality and fun to play. My daughter enjoyed like anything.,5.0,positive
"January 7, 2020",Quality,Son loves it.  Uses it all the time.  So far it's still working.,5.0,positive
"January 7, 2020",It works,Good times,5.0,positive
"January 6, 2020",Awesome product,Awesome product. Wish a game was included too.,5.0,positive
"January 6, 2020",Fun anyware,"Great console, the flexibility to use attached or portable is amazing.The kids loved their new console.",5.0,positive
"January 6, 2020",Great!,My son really seems to love it!,5.0,positive
"January 6, 2020",best purchase of 2019,love it,5.0,positive
"January 6, 2020",Great,Great,5.0,positive
"January 6, 2020",Viability,Christmas gift.  It was loved.,5.0,positive
"January 6, 2020",Muy bueno,Excelente,5.0,positive
